,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX5089866,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274776,SRP172122,PRJNA508198,508198,SRS4101679,SAMN10517954,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866328,10517954,GSE123294,GSM3499446,31378263,,,,,ITM_04,06h_h37rv_DMSO,00h_h37rv_control,True,True,True,ITM_04:06h_h37rv_DMSO,True,True
SRX5089867,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274777,SRP172122,PRJNA508198,508198,SRS4101680,SAMN10517953,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866329,10517953,GSE123294,GSM3499447,31378263,,,,,ITM_04,06h_h37rv_DMSO,00h_h37rv_control,True,True,True,ITM_04:06h_h37rv_DMSO,True,True
SRX5089868,2019-10-31 17:10:08,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR8274778,SRP172122,PRJNA508198,508198,SRS4101681,SAMN10517952,SRA818403,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6866330,10517952,GSE123294,GSM3499448,31378263,,,,,ITM_04,06h_h37rv_DMSO,00h_h37rv_control,True,True,True,ITM_04:06h_h37rv_DMSO,True,True
SRX5178868,2018-12-27 16:57:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR8368679,SRP174414,PRJNA511673,511673,SRS4186122,SAMN10642438,SRA826875,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6993801,10642438,GSE124341,GSM3529928,30673778,,,,,esx_1,ko,ko,True,True,True,esx_1:ko,True,True
SRX5178869,2018-12-27 16:57:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR8368680,SRP174414,PRJNA511673,511673,SRS4186123,SAMN10642437,SRA826875,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6993802,10642437,GSE124341,GSM3529929,30673778,,,,,esx_1,ko,ko,True,True,True,esx_1:ko,True,True
SRX5178870,2018-12-27 16:57:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR8368681,SRP174414,PRJNA511673,511673,SRS4186124,SAMN10642436,SRA826875,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6993803,10642436,GSE124341,GSM3529930,30673778,,,,,esx_1,ko,ko,True,True,True,esx_1:ko,True,True
SRX5178871,2018-12-27 16:57:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR8368682,SRP174414,PRJNA511673,511673,SRS4186125,SAMN10642435,SRA826875,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6993804,10642435,GSE124341,GSM3529931,30673778,,,,,degradosome,wt_expn,wt_expn,True,True,True,degradosome:wt_expn,True,True
SRX5178872,2018-12-27 16:57:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR8368683,SRP174414,PRJNA511673,511673,SRS4186126,SAMN10642434,SRA826875,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6993805,10642434,GSE124341,GSM3529932,30673778,,,,,degradosome,wt_expn,wt_expn,True,True,True,degradosome:wt_expn,True,True
SRX5352218,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550302,SRP184670,PRJNA521480,521480,SRS4343333,SAMN10888921,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227685,10888921,GSE126286,GSM3595703,30957850,,,,,degradosome,mutant_rnj,wt_expn,True,True,True,degradosome:mutant_rnj,True,True
SRX5352219,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550303,SRP184670,PRJNA521480,521480,SRS4343334,SAMN10888920,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227686,10888920,GSE126286,GSM3595704,30957850,,,,,degradosome,mutant_rnj,wt_expn,True,True,True,degradosome:mutant_rnj,True,True
SRX5352220,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550304,SRP184670,PRJNA521480,521480,SRS4343335,SAMN10888919,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227687,10888919,GSE126286,GSM3595705,30957850,,,,,degradosome,mutant_rnj,wt_expn,True,True,True,degradosome:mutant_rnj,True,True
SRX5352221,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550305,SRP184670,PRJNA521480,521480,SRS4343336,SAMN10888918,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227688,10888918,GSE126286,GSM3595706,30957850,,,,,degradosome,wt_cas9_ctrl,wt_expn,True,True,True,degradosome:wt_cas9_ctrl,True,True
SRX5352222,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550306,SRP184670,PRJNA521480,521480,SRS4343337,SAMN10888917,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227689,10888917,GSE126286,GSM3595707,30957850,,,,,degradosome,wt_cas9_ctrl,wt_expn,True,True,True,degradosome:wt_cas9_ctrl,True,True
SRX5352223,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550307,SRP184670,PRJNA521480,521480,SRS4343338,SAMN10888916,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227690,10888916,GSE126286,GSM3595708,30957850,,,,,degradosome,wt_cas9_ctrl,wt_expn,True,True,True,degradosome:wt_cas9_ctrl,True,True
SRX5352224,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550308,SRP184670,PRJNA521480,521480,SRS4343339,SAMN10888915,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227691,10888915,GSE126286,GSM3595709,30957850,,,,,degradosome,PNPase_ko,wt_expn,True,True,True,degradosome:PNPase_ko,True,True
SRX5352225,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550309,SRP184670,PRJNA521480,521480,SRS4343340,SAMN10888914,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227692,10888914,GSE126286,GSM3595710,30957850,,,,,degradosome,PNPase_ko,wt_expn,True,True,True,degradosome:PNPase_ko,True,True
SRX5352226,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550310,SRP184670,PRJNA521480,521480,SRS4343341,SAMN10888913,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227693,10888913,GSE126286,GSM3595711,30957850,,,,,degradosome,PNPase_ko,wt_expn,True,True,True,degradosome:PNPase_ko,True,True
SRX5352227,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550311,SRP184670,PRJNA521480,521480,SRS4343342,SAMN10888912,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227694,10888912,GSE126286,GSM3595712,30957850,,,,,degradosome,Rnase_E_ko,wt_expn,True,True,True,degradosome:Rnase_E_ko,True,True
SRX5352228,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550312,SRP184670,PRJNA521480,521480,SRS4343343,SAMN10888911,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227695,10888911,GSE126286,GSM3595713,30957850,,,,,degradosome,Rnase_E_ko,wt_expn,True,True,True,degradosome:Rnase_E_ko,True,True
SRX5352229,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550313,SRP184670,PRJNA521480,521480,SRS4343344,SAMN10888910,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227696,10888910,GSE126286,GSM3595714,30957850,,,,,degradosome,Rnase_E_ko,wt_expn,True,True,True,degradosome:Rnase_E_ko,True,True
SRX5352230,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550314,SRP184670,PRJNA521480,521480,SRS4343345,SAMN10888909,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227697,10888909,GSE126286,GSM3595715,30957850,,,,,JSF,DMSO,DMSO,True,True,True,JSF:DMSO,True,True
SRX5352231,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550315,SRP184670,PRJNA521480,521480,SRS4343346,SAMN10888908,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227698,10888908,GSE126286,GSM3595716,30957850,,,,,JSF,DMSO,DMSO,True,True,True,JSF:DMSO,True,True
SRX5352232,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550316,SRP184670,PRJNA521480,521480,SRS4343347,SAMN10888907,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7227699,10888907,GSE126286,GSM3595717,30957850,,,,,JSF,DMSO,DMSO,True,True,True,JSF:DMSO,True,True
SRX5388955,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588637,SRP186198,PRJNA523038,523038,SRS4377311,SAMN10962883,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291489,10962883,GSE126718,GSM3611790,,H37Rv,,,,JSF,JSF_2019,DMSO,True,True,True,JSF:JSF_2019,True,True
SRX5388956,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588638,SRP186198,PRJNA523038,523038,SRS4377312,SAMN10962882,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291490,10962882,GSE126718,GSM3611791,,H37Rv,,,,JSF,JSF_2019,DMSO,True,True,True,JSF:JSF_2019,True,True
SRX5388957,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588639,SRP186198,PRJNA523038,523038,SRS4377313,SAMN10962881,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291491,10962881,GSE126718,GSM3611792,,H37Rv,,,,JSF,JSF_2019,DMSO,True,True,True,JSF:JSF_2019,True,True
SRX5388959,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588641,SRP186198,PRJNA523038,523038,SRS4377315,SAMN10962879,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291493,10962879,GSE126718,GSM3611794,,H37Rv,,,,JSF,JSF_2026,DMSO,True,True,True,JSF:JSF_2026,True,True
SRX5388960,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588642,SRP186198,PRJNA523038,523038,SRS4377316,SAMN10962878,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291494,10962878,GSE126718,GSM3611795,,H37Rv,,,,JSF,JSF_2026,DMSO,True,True,True,JSF:JSF_2026,True,True
SRX5388961,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588643,SRP186198,PRJNA523038,523038,SRS4377317,SAMN10962877,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291495,10962877,GSE126718,GSM3611796,,H37Rv,,,,JSF,JSF_2026,DMSO,True,True,True,JSF:JSF_2026,True,True
SRX5388963,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588645,SRP186198,PRJNA523038,523038,SRS4377319,SAMN10962875,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291497,10962875,GSE126718,GSM3611798,,H37Rv,,,,ppxx,wt,wt,True,True,True,ppxx:wt,True,True
SRX5388964,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588646,SRP186198,PRJNA523038,523038,SRS4377320,SAMN10962874,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7291498,10962874,GSE126718,GSM3611799,,H37Rv,,,,ppxx,wt,wt,True,True,True,ppxx:wt,True,True
SRX6810003,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076618,SRP220559,PRJNA564181,564181,SRS5353972,SAMN12704284,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968603,12704284,,,,missing,,,,redox,wt_6.6,extra_control,True,True,True,redox:wt_6.6,True,True
SRX6810004,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076617,SRP220559,PRJNA564181,564181,SRS5353974,SAMN12704285,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968604,12704285,,,,missing,,,,redox,wt_6.6,extra_control,True,True,True,redox:wt_6.6,True,True
SRX6810005,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076616,SRP220559,PRJNA564181,564181,SRS5353973,SAMN12704286,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968605,12704286,,,,missing,,,,redox,whib3_ko_4.5,extra_control,True,True,True,redox:whib3_ko_4.5,True,True
SRX6810006,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076615,SRP220559,PRJNA564181,564181,SRS5353975,SAMN12704287,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968606,12704287,,,,missing,,,,redox,whib3_ko_4.5,extra_control,True,True,True,redox:whib3_ko_4.5,True,True
SRX6845142,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115602,SRP172058,PRJNA507986,507986,SRS5384550,SAMN12743473,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9009713,12743473,GSE123267,GSM4078634,31723039,,,,,redox,whib3_comp_4.5,extra_control,True,True,True,redox:whib3_comp_4.5,True,True
SRX6845143,2019-09-15 10:36:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115603,SRP172058,PRJNA507986,507986,SRS5384551,SAMN12743472,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9009714,12743472,GSE123267,GSM4078635,31723039,,,,,redox,whib3_comp_4.5,extra_control,True,True,True,redox:whib3_comp_4.5,True,True
SRX6845147,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115607,SRP172058,PRJNA507986,507986,SRS5384555,SAMN12743468,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9009718,12743468,GSE123267,GSM4078639,31723039,,,,,mcr11,wt,wt,True,True,True,mcr11:wt,True,True
SRX6845148,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115608,SRP172058,PRJNA507986,507986,SRS5384556,SAMN12743467,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9009719,12743467,GSE123267,GSM4078640,31723039,,,,,mcr11,wt,wt,True,True,True,mcr11:wt,True,True
SRX6845149,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115609,SRP172058,PRJNA507986,507986,SRS5384557,SAMN12743466,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9009720,12743466,GSE123267,GSM4078641,31723039,,,,,mcr11,mcr11_mutant,wt,True,True,True,mcr11:mcr11_mutant,True,True
SRX6845150,2019-09-15 10:36:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR10115610,SRP172058,PRJNA507986,507986,SRS5384558,SAMN12743465,SRA818068,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9009721,12743465,GSE123267,GSM4078642,31723039,,,,,mcr11,mcr11_mutant,wt,True,True,True,mcr11:mcr11_mutant,True,True
SRX6853283,2019-11-12 06:39:40,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina NovaSeq 6000,SRR10123879,SRP221737,PRJNA565699,565699,SRS5391613,SAMN12766690,SRA962518,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,UNIVERSIDAD DE ANTIOQUIA,0,0,9021230,12766690,,,,H37Rv,,,,MTS1338,over_expression,control,True,True,True,MTS1338:over_expression,True,True
SRX6853284,2019-11-12 06:39:40,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina NovaSeq 6000,SRR10123878,SRP221737,PRJNA565699,565699,SRS5391613,SAMN12766690,SRA962518,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,UNIVERSIDAD DE ANTIOQUIA,0,0,9021231,12766690,,,,H37Rv,,,,MTS1338,over_expression,control,True,True,True,MTS1338:over_expression,True,True
SRX6853285,2019-11-12 06:39:40,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina NovaSeq 6000,SRR10123877,SRP221737,PRJNA565699,565699,SRS5391613,SAMN12766690,SRA962518,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,UNIVERSIDAD DE ANTIOQUIA,0,0,9021232,12766690,,,,H37Rv,,,,MTS1338,control,control,True,True,True,MTS1338:control,True,True
SRX6853286,2019-11-12 06:39:40,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina NovaSeq 6000,SRR10123882,SRP221737,PRJNA565699,565699,SRS5391614,SAMN12766833,SRA962519,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,UNIVERSIDAD DE ANTIOQUIA,0,0,9021233,12766833,,,,H37Rv,,,,MTS1338,control,control,True,True,True,MTS1338:control,True,True
SRX6853287,2019-11-12 06:39:40,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina NovaSeq 6000,SRR10123881,SRP221737,PRJNA565699,565699,SRS5391614,SAMN12766833,SRA962519,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,UNIVERSIDAD DE ANTIOQUIA,0,0,9021234,12766833,,,,H37Rv,,,,MTS1338,control,control,True,True,True,MTS1338:control,True,True
SRX6889334,2019-10-06 09:58:05,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina NovaSeq 6000,SRR10163945,SRP222975,PRJNA573681,573681,SRS5422303,SAMN12821100,SRA966456,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9066678,12821100,GSE137857,GSM4090246,,H37Rv,,,,patH-Cap,post_path_ctrl,pre_path_inh,True,True,True,patH-Cap:post_path_ctrl,True,True
SRX6889335,2019-10-06 09:58:05,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina NovaSeq 6000,SRR10163946,SRP222975,PRJNA573681,573681,SRS5422304,SAMN12821099,SRA966456,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9066679,12821099,GSE137857,GSM4090247,,H37Rv,,,,patH-Cap,post_path_ctrl,pre_path_inh,True,True,True,patH-Cap:post_path_ctrl,True,True
SRX6889336,2019-10-06 09:58:05,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina NovaSeq 6000,SRR10163947,SRP222975,PRJNA573681,573681,SRS5422305,SAMN12821098,SRA966456,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9066680,12821098,GSE137857,GSM4090248,,H37Rv,,,,patH-Cap,pre_path_inh,pre_path_inh,True,True,True,patH-Cap:pre_path_inh,True,True
SRX6889337,2019-10-06 09:58:05,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina NovaSeq 6000,SRR10163948,SRP222975,PRJNA573681,573681,SRS5422306,SAMN12821097,SRA966456,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9066681,12821097,GSE137857,GSM4090249,,H37Rv,,,,patH-Cap,pre_path_inh,pre_path_inh,True,True,True,patH-Cap:pre_path_inh,True,True
SRX6923923,2019-09-30 14:06:23,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203897,SRP223733,PRJNA574614,574614,SRS5467135,SAMN12876111,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BROAD INSTITUTE,0,0,9106700,12876111,,,,H37Rv,,,,levofloxacin,control,control,True,True,True,levofloxacin:control,True,True
SRX6923924,2019-09-30 14:06:23,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203896,SRP223733,PRJNA574614,574614,SRS5467142,SAMN12876112,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BROAD INSTITUTE,0,0,9106701,12876112,,,,H37Rv,,,,levofloxacin,control,control,True,True,True,levofloxacin:control,True,True
SRX6923925,2019-09-30 14:06:23,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203895,SRP223733,PRJNA574614,574614,SRS5467142,SAMN12876112,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BROAD INSTITUTE,0,0,9106702,12876112,,,,H37Rv,,,,levofloxacin,control,control,True,True,True,levofloxacin:control,True,True
SRX6923936,2019-09-30 14:49:27,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203884,SRP223733,PRJNA574614,574614,SRS5467138,SAMN12876118,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BROAD INSTITUTE,0,0,9106713,12876118,,,,H37Rv,,,,levofloxacin,treated,control,True,True,True,levofloxacin:treated,True,True
SRX6923937,2019-09-30 15:23:12,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203883,SRP223733,PRJNA574614,574614,SRS5467138,SAMN12876118,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BROAD INSTITUTE,0,0,9106714,12876118,,,,H37Rv,,,,levofloxacin,treated,control,True,True,True,levofloxacin:treated,True,True
SRX6923938,2019-09-30 14:36:33,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR10203882,SRP223733,PRJNA574614,574614,SRS5467137,SAMN12876119,SRA969948,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BROAD INSTITUTE,0,0,9106715,12876119,,,,H37Rv,,,,levofloxacin,treated,control,True,True,True,levofloxacin:treated,True,True
SRX7054189,2019-10-25 05:04:22,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10344329,SRP226921,PRJNA579441,579441,SRS5570279,SAMN13111569,SRA984906,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,9273259,13111569,,,,missing,,,,miceNF,invivo,control,True,True,True,miceNF:invivo,True,True
