All-Genes,Genes in same transcription unit,Accession-1,Left-End-Position
Rv3220c,TB7.3 // Rv3220c,Rv3220c,3596029
rshA,sigH // Rv3222c // rshA,Rv3221A,3598051
TB7.3,TB7.3 // Rv3220c,Rv3221c,3597551
Rv3222c,sigH // Rv3222c // rshA,Rv3222c,3598353
sigH,sigH // Rv3222c // rshA,Rv3223c,3598901
Rv3224,Rv3224A // Rv3224,Rv3224,3599851
Rv3224A,Rv3224A // Rv3224,Rv3224A,3600635
Rv3224B,Rv3224B,Rv3224B,3600801
Rv3225c,Rv3225c,Rv3225c,3601016
Rv3226c,Rv3226c,Rv3226c,3602564
aroA,Rv3228 // aroA,Rv3227,3603377
Rv3228,Rv3228 // aroA,Rv3228,3604726
desA3,desA3,Rv3229c,3605751
Rv3230c,Rv3230c,Rv3230c,3607112
Rv3231c,tgs3 // Rv3233c // ppk2 // Rv3231c,Rv3231c,3608364
ppk2,tgs3 // Rv3233c // ppk2 // Rv3231c,Rv3232c,3608870
Rv3233c,tgs3 // Rv3233c // ppk2 // Rv3231c,Rv3233c,3609781
tgs3,tgs3 // Rv3233c // ppk2 // Rv3231c,Rv3234c,3610374
Rv3235,Rv3235,Rv3235,3611300
Rv3236c,Rv3237c // Rv3236c,Rv3236c,3611959
Rv3237c,Rv3237c // Rv3236c,Rv3237c,3613121
Rv3238c,Rv3238c,Rv3238c,3613664
Rv3239c,Rv3239c,Rv3239c,3614457
secA1,secA1,Rv3240c,3617682
hpf,hpf,Rv3241c,3620610
Rv3242c,Rv3243c // Rv3242c,Rv3242c,3621570
Rv3243c,Rv3243c // Rv3242c,Rv3243c,3622249
lpqB,mtrB // lpqB,Rv3244c,3623159
mtrB,mtrB // lpqB,Rv3245c,3624910
mtrA,mtrA,Rv3246c,3626663
tmk,tmk,Rv3247c,3627419
sahH,sahH,Rv3248c,3628160
Rv3249c,alkB // rubA // rubB // Rv3249c,Rv3249c,3629752
rubB,alkB // rubA // rubB // Rv3249c,Rv3250c,3630384
rubA,alkB // rubA // rubB // Rv3249c,Rv3251c,3630571
alkB,alkB // rubA // rubB // Rv3249c,Rv3252c,3630738
Rv3253c,Rv3253c,Rv3253c,3632097
Rv3254,Rv3254,Rv3254,3633675
manA,pmmA // Rv3256c // manA,Rv3255c,3635041
Rv3256c,pmmA // Rv3256c // manA,Rv3256c,3636275
pmmA,pmmA // Rv3256c // manA,Rv3257c,3637312
Rv3258c,Rv3258c,Rv3258c,3638811
Rv3259,Rv3259,Rv3259,3639425
whiB2,whiB2,Rv3260c,3639872
fbiA,fbiB // fbiA,Rv3261,3640543
fbiB,fbiB // fbiA,Rv3262,3641535
Rv3263,Rv3263,Rv3263,3643177
manB,rmlD // wbbL1 // manB,Rv3264c,3644898
wbbL1,rmlD // wbbL1 // manB,Rv3265c,3645979
rmlD,rmlD // wbbL1 // manB,Rv3266c,3646895
Rv3267,Rv3268 // Rv3267,Rv3267,3647885
Rv3268,Rv3268 // Rv3267,Rv3268,3649420
Rv3269,ctpC // Rv3269,Rv3269,3650234
ctpC,ctpC // Rv3269,Rv3270,3650526
Rv3271c,Rv3271c,Rv3271c,3652679
Rv3272,Rv3273 // Rv3272,Rv3272,3653448
Rv3273,Rv3273 // Rv3272,Rv3273,3654637
fadE25,purK // purE // fadE25,Rv3274c,3656920
purE,purK // purE // fadE25,Rv3275c,3658114
purK,purK // purE // fadE25,Rv3276c,3658635
Rv3277,Rv3277,Rv3277,3659878
Rv3278c,Rv3278c,Rv3278c,3660651
birA,birA,Rv3279c,3661212
accD5,Rv3284 // sseA // Rv3282 // accE5 // accD5,Rv3280,3662062
accE5,Rv3284 // sseA // Rv3282 // accE5 // accD5,Rv3281,3663689
Rv3282,Rv3284 // sseA // Rv3282 // accE5 // accD5,Rv3282,3664219
sseA,Rv3284 // sseA // Rv3282 // accE5 // accD5,Rv3283,3664928
Rv3284,Rv3284 // sseA // Rv3282 // accE5 // accD5,Rv3284,3665818
accA3,accA3,Rv3285,3666357
sigF,rsbW // sigF,Rv3286c,3668169
rsbW,rsbW // sigF,Rv3287c,3668951
usfY,lat // Rv3289c // usfY,Rv3288c,3669586
Rv3289c,lat // Rv3289c // usfY,Rv3289c,3670034
lat,lat // Rv3289c // usfY,Rv3290c,3670445
lrpA,lrpA,Rv3291c,3671845
Rv3292,pcd // Rv3292,Rv3292,3672328
pcd,pcd // Rv3292,Rv3293,3673602
Rv3294c,Rv3294c,Rv3294c,3675186
Rv3295,Rv3295,Rv3295,3676066
lhr,nei // lhr,Rv3296,3676775
nei,nei // lhr,Rv3297,3681320
lpqC,phoY1 // Rv3300c // atsB // lpqC,Rv3298c,3682110
atsB,phoY1 // Rv3300c // atsB // lpqC,Rv3299c,3683051
Rv3300c,phoY1 // Rv3300c // atsB // lpqC,Rv3300c,3685983
phoY1,phoY1 // Rv3300c // atsB // lpqC,Rv3301c,3686912
glpD2,lpdA // glpD2,Rv3302c,3687685
lpdA,lpdA // glpD2,Rv3303c,3689457
Rv3304,Rv3304,Rv3304,3691141
amiA1,amiB1 // amiA1,Rv3305c,3691639
amiB1,amiB1 // amiA1,Rv3306c,3692805
deoD,pmmB // deoD,Rv3307,3694054
pmmB,pmmB // deoD,Rv3308,3694864
upp,upp,Rv3309c,3696470
sapM,Rv3311 // sapM,Rv3310,3697198
Rv3311,Rv3311 // sapM,Rv3311,3698121
Rv3312A,Rv3312A,Rv3312A,3700705
Rv3312c,Rv3312c,Rv3312c,3699404
add,cdd // deoA // add,Rv3313c,3701087
deoA,cdd // deoA // add,Rv3314c,3702184
cdd,cdd // deoA // add,Rv3315c,3703464
sdhC,sdhB // sdhA // sdhD // sdhC,Rv3316,3704102
sdhD,sdhB // sdhA // sdhD // sdhC,Rv3317,3704437
sdhA,sdhB // sdhA // sdhD // sdhC,Rv3318,3705000
sdhB,sdhB // sdhA // sdhD // sdhC,Rv3319,3706772
vapC44,vapB44 // vapC44,Rv3320c,3707642
vapB44,vapB44 // vapC44,Rv3321c,3708074
Rv3322c,Rv3324A // moaC3 // moaX // Rv3322c,Rv3322c,3708438
moaX,Rv3324A // moaC3 // moaX // Rv3322c,Rv3323c,3709049
Rv3324A,Rv3324A // moaC3 // moaX // Rv3322c,Rv3324A,3710245
moaC3,Rv3324A // moaC3 // moaX // Rv3322c,Rv3324c,3709715
Rv3325,Rv3326 // Rv3325,Rv3325,3710433
Rv3326,Rv3326 // Rv3325,Rv3326,3710708
Rv3327,Rv3327,Rv3327,3711749
sigJ,sigJ,Rv3328c,3713394
Rv3329,Rv3329,Rv3329,3714392
dacB1,dacB1,Rv3330,3715777
sugI,nagA // sugI,Rv3331,3717090
nagA,nagA // sugI,Rv3332,3718595
Rv3333c,Rv3333c,Rv3333c,3719937
Rv3334,Rv3334,Rv3334,3721257
Rv3335c,trpS // Rv3335c,Rv3335c,3721731
trpS,trpS // Rv3335c,Rv3336c,3722621
Rv3337,Rv3337,Rv3337,3723656
Rv3338,Rv3338,Rv3338,3723904
icd1,icd1,Rv3339c,3724615
metC,Rv3342 // metX // metC,Rv3340,3726127
metX,Rv3342 // metX // metC,Rv3341,3727488
Rv3342,Rv3342 // metX // metC,Rv3342,3728624
PPE54,PPE54,Rv3343c,3729364
PE_PGRS49,PE_PGRS49,Rv3344c,3736984
PE_PGRS50,PE_PGRS50,Rv3345c,3738158
Rv3346c,Rv3346c,Rv3346c,3743198
PPE55,PPE55,Rv3347c,3743711
Rv3348,Rv3348,Rv3348,3753765
Rv3349c,Rv3349c,Rv3349c,3754293
PPE56,PPE56,Rv3350c,3755952
Rv3351c,Rv3351c,Rv3351c,3767346
Rv3352c,Rv3352c,Rv3352c,3768222
Rv3353c,Rv3353c,Rv3353c,3768736
Rv3354,Rv3354,Rv3354,3769111
Rv3355c,folD // Rv3355c,Rv3355c,3769514
folD,folD // Rv3355c,Rv3356c,3769804
relJ,relK // relJ,Rv3357,3770773
relK,relK // relJ,Rv3358,3771045
Rv3359,Rv3359,Rv3359,3771344
Rv3360,Rv3360,Rv3360,3772651
mfpA,Rv3363c // Rv3362c // mfpA,Rv3361c,3773016
Rv3362c,Rv3363c // Rv3362c // mfpA,Rv3362c,3773574
Rv3363c,Rv3363c // Rv3362c // mfpA,Rv3363c,3774136
Rv3364c,Rv3365c // Rv3364c,Rv3364c,3774482
Rv3365c,Rv3365c // Rv3364c,Rv3365c,3774871
spoU,spoU,Rv3366,3777737
PE_PGRS51,PE_PGRS51,Rv3367,3778568
Rv3368c,Rv3368c,Rv3368c,3780335
Rv3369,Rv3369,Rv3369,3780978
dnaE2,dnaE2,Rv3370c,3781501
Rv3371,Rv3371,Rv3371,3784932
otsB2,otsB2,Rv3372,3786314
echA18,amiD // echA18.1 // echA18,Rv3373,3787726
echA18.1,amiD // echA18.1 // echA18,Rv3374,3788368
amiD,amiD // echA18.1 // echA18,Rv3375,3788621
Rv3376,Rv3376,Rv3376,3790156
Rv3377c,dxs2 // Rv3378c // Rv3377c,Rv3377c,3790848
Rv3378c,dxs2 // Rv3378c // Rv3377c,Rv3378c,3792358
dxs2,dxs2 // Rv3378c // Rv3377c,Rv3379c,3793257
Rv3380c,Rv3381c // Rv3380c,Rv3380c,3795100
Rv3381c,Rv3381c // Rv3380c,Rv3381c,3796035
lytB1,idsB // lytB1,Rv3382c,3796448
idsB,idsB // lytB1,Rv3383c,3797437
vapC46,vapB46 // vapC46,Rv3384c,3799243
vapB46,vapB46 // vapC46,Rv3385c,3799635
Rv3386,Rv3387 // Rv3386,Rv3386,3800092
Rv3387,Rv3387 // Rv3386,Rv3387,3800786
PE_PGRS52,PE_PGRS52,Rv3388,3801653
htdY,htdY,Rv3389c,3803919
lpqD,lpqD,Rv3390,3804865
acrA1,acrA1,Rv3391,3805621
cmaA1,cmaA1,Rv3392c,3807574
iunH,iunH,Rv3393,3808461
Rv3394c,Rv3395c // Rv3394c,Rv3394c,3809442
Rv3395A,Rv3395A,Rv3395A,3811719
Rv3395c,Rv3395c // Rv3394c,Rv3395c,3811022
guaA,idsA1 // phyA // guaA,Rv3396c,3812501
phyA,idsA1 // phyA // guaA,Rv3397c,3814090
idsA1,idsA1 // phyA // guaA,Rv3398c,3815027
Rv3399,Rv3399,Rv3399,3816129
Rv3400,Rv3401 // Rv3400,Rv3400,3817239
Rv3401,Rv3401 // Rv3400,Rv3401,3818042
Rv3402c,Rv3402c,Rv3402c,3820653
Rv3403c,Rv3404c // Rv3403c,Rv3403c,3822262
Rv3404c,Rv3404c // Rv3403c,Rv3404c,3823880
Rv3405c,Rv3405c,Rv3405c,3824702
Rv3406,vapC47 // vapB47 // Rv3406,Rv3406,3825330
vapB47,vapC47 // vapB47 // Rv3406,Rv3407,3826252
vapC47,vapC47 // vapB47 // Rv3406,Rv3408,3826548
choD,choD,Rv3409c,3826991
guaB3,guaB2 // guaB3,Rv3410c,3828783
guaB2,guaB2 // guaB3,Rv3411c,3829930
Rv3412,Rv3412,Rv3412,3831726
Rv3413c,Rv3415c // sigD // Rv3413c,Rv3413c,3832146
sigD,Rv3415c // sigD // Rv3413c,Rv3414c,3833038
Rv3415c,Rv3415c // sigD // Rv3413c,Rv3415c,3833694
whiB3,whiB3,Rv3416,3834892
groEL1,groEL1,Rv3417c,3835272
groES,groES,Rv3418c,3836986
gcp,alr // tsaE // Rv3421c // rimI // gcp,Rv3419c,3837555
rimI,alr // tsaE // Rv3421c // rimI // gcp,Rv3420c,3838586
Rv3421c,alr // tsaE // Rv3421c // rimI // gcp,Rv3421c,3839059
tsaE,alr // tsaE // Rv3421c // rimI // gcp,Rv3422c,3839691
alr,alr // tsaE // Rv3421c // rimI // gcp,Rv3423c,3840194
Rv3424c,Rv3424c,Rv3424c,3841714
PPE57,PPE57,Rv3425,3842239
PPE58,PPE58,Rv3426,3843036
Rv3427c,Rv3427c,Rv3427c,3843885
Rv3428c,Rv3428c,Rv3428c,3844738
PPE59,PPE59,Rv3429,3847165
Rv3430c,Rv3430c,Rv3430c,3847642
Rv3431c,Rv3431c,Rv3431c,3849294
gadB,Rv3435c // Rv3434c // nnr // gadB,Rv3432c,3850372
nnr,Rv3435c // Rv3434c // nnr // gadB,Rv3433c,3851792
Rv3434c,Rv3435c // Rv3434c // nnr // gadB,Rv3434c,3853215
Rv3435c,Rv3435c // Rv3434c // nnr // gadB,Rv3435c,3853939
glmS,glmS,Rv3436c,3855015
Rv3437,Rv3438 // Rv3437,Rv3437,3856911
Rv3438,Rv3438 // Rv3437,Rv3438,3857397
Rv3439c,Rv3440c // Rv3439c,Rv3439c,3858259
Rv3440c,Rv3440c // Rv3439c,Rv3440c,3859665
mrsA,mrsA,Rv3441c,3860024
rpsI,rplM // rpsI,Rv3442c,3861495
rplM,rplM // rpsI,Rv3443c,3861947
esxT,esxU // esxT,Rv3444c,3862624
esxU,esxU // esxT,Rv3445c,3862947
Rv3446c,eccC4 // Rv3446c,Rv3446c,3863317
eccC4,eccC4 // Rv3446c,Rv3447c,3864528
eccD4,mycP4 // eccD4,Rv3448,3868352
mycP4,mycP4 // eccD4,Rv3449,3869752
eccB4,eccB4,Rv3450c,3871084
cut3,cut3,Rv3451,3872617
cut4,cut4,Rv3452,3873452
Rv3453,Rv3453,Rv3453,3874404
Rv3454,Rv3454,Rv3454,3874822
truA,truA,Rv3455c,3876052
rplQ,rpoA // rplQ,Rv3456c,3876890
rpoA,rpoA // rplQ,Rv3457c,3877464
rpsD,rpsM // rpsK // rpsD,Rv3458c,3878659
rpsK,rpsM // rpsK // rpsD,Rv3459c,3879273
rpsM,rpsM // rpsK // rpsD,Rv3460c,3879696
rpmJ,infA // rpmJ,Rv3461c,3880286
infA,infA // rpmJ,Rv3462c,3880432
Rv3463,Rv3463,Rv3463,3880907
rmlB,rmlC // rmlB,Rv3464,3881837
rmlC,rmlC // rmlB,Rv3465,3882834
Rv3466,Rv3466,Rv3466,3883525
Rv3467,Rv3467,Rv3467,3883964
Rv3468c,mhpE // Rv3468c,Rv3468c,3884975
mhpE,mhpE // Rv3468c,Rv3469c,3886073
ilvB2,Rv3471c // ilvB2,Rv3470c,3887144
Rv3471c,Rv3471c // ilvB2,Rv3471c,3888808
Rv3472,Rv3472,Rv3472,3889362
bpoA,bpoA,Rv3473c,3889948
Rv3474,Rv3475 // Rv3474,Rv3474,3890830
Rv3475,Rv3475 // Rv3474,Rv3475,3891105
kgtP,kgtP,Rv3476c,3892371
PE31,PPE60 // PE31,Rv3477,3894093
PPE60,PPE60 // PE31,Rv3478,3894426
Rv3479,Rv3479,Rv3479,3895820
Rv3480c,Rv3480c,Rv3480c,3898909
Rv3481c,Rv3481c,Rv3481c,3900493
Rv3482c,Rv3482c,Rv3482c,3901324
Rv3483c,Rv3483c,Rv3483c,3902150
cpsA,cpsA,Rv3484,3903078
Rv3485c,Rv3485c,Rv3485c,3904622
Rv3486,Rv3486,Rv3486,3905772
lipF,lipF,Rv3487c,3906174
Rv3488,Rv3488,Rv3488,3907667
Rv3489,otsA // Rv3489,Rv3489,3908072
otsA,otsA // Rv3489,Rv3490,3908236
Rv3491,Rv3491,Rv3491,3909890
Rv3492c,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3492c,3910465
Rv3493c,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3493c,3910947
mce4F,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3494c,3911675
lprN,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3495c,3913380
mce4D,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3496c,3914531
mce4C,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3497c,3915883
mce4B,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3498c,3916946
mce4A,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3499c,3917998
yrbE4B,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3500c,3919220
yrbE4A,yrbE4A // yrbE4B // mce4A // mce4B // mce4C // mce4D // lprN // mce4F // Rv3493c // Rv3492c,Rv3501c,3920097
Rv3502c,fdxD // Rv3502c,Rv3502c,3921087
fdxD,fdxD // Rv3502c,Rv3503c,3922065
fadE26,fadD17 // fadE27 // fadE26,Rv3504,3922471
fadE27,fadD17 // fadE27 // fadE26,Rv3505,3923698
fadD17,fadD17 // fadE27 // fadE26,Rv3506,3924890
PE_PGRS53,PE_PGRS53,Rv3507,3926569
PE_PGRS54,PE_PGRS54,Rv3508,3931005
ilvX,Rv3510c // ilvX,Rv3509c,3936877
Rv3510c,Rv3510c // ilvX,Rv3510c,3938421
PE_PGRS55,PE_PGRS56 // PE_PGRS55,Rv3511,3939617
PE_PGRS56,PE_PGRS56 // PE_PGRS55,Rv3512,3941724
fadD18,fadD18,Rv3513c,3945092
PE_PGRS57,PE_PGRS57,Rv3514,3945794
fadD19,fadD19,Rv3515c,3950824
echA19,echA19,Rv3516,3952544
Rv3517,Rv3517,Rv3517,3953431
cyp142,cyp142,Rv3518c,3954325
Rv3519,Rv3519,Rv3519,3955550
Rv3520c,Rv3520c,Rv3520c,3956325
Rv3521,ltp3 // ltp4 // Rv3521,Rv3521,3957521
ltp4,ltp3 // ltp4 // Rv3521,Rv3522,3958448
ltp3,ltp3 // ltp4 // Rv3521,Rv3523,3959529
Rv3524,Rv3524,Rv3524,3960755
Rv3525c,Rv3525c,Rv3525c,3961800
kshA,Rv3527 // kshA,Rv3526,3962439
Rv3527,Rv3527 // kshA,Rv3527,3963605
Rv3528c,Rv3528c,Rv3528c,3964479
Rv3529c,Rv3531c // Rv3530c // Rv3529c,Rv3529c,3965884
Rv3530c,Rv3531c // Rv3530c // Rv3529c,Rv3530c,3967038
Rv3531c,Rv3531c // Rv3530c // Rv3529c,Rv3531c,3967817
PPE61,PPE61,Rv3532,3969343
PPE62,PPE62,Rv3533c,3970705
hsaF,hsaE // hsaG // hsaF,Rv3534c,3972552
hsaG,hsaE // hsaG // hsaF,Rv3535c,3973589
hsaE,hsaE // hsaG // hsaF,Rv3536c,3974511
kstD,Rv3538 // kstD,Rv3537,3975369
Rv3538,Rv3538 // kstD,Rv3538,3977062
PPE63,PPE63,Rv3539,3978059
ltp2,cyp125 // fadE28 // fadE29 // Rv3542c // Rv3541c // ltp2,Rv3540c,3979499
Rv3541c,cyp125 // fadE28 // fadE29 // Rv3542c // Rv3541c // ltp2,Rv3541c,3980659
Rv3542c,cyp125 // fadE28 // fadE29 // Rv3542c // Rv3541c // ltp2,Rv3542c,3981045
fadE29,cyp125 // fadE28 // fadE29 // Rv3542c // Rv3541c // ltp2,Rv3543c,3981977
fadE28,cyp125 // fadE28 // fadE29 // Rv3542c // Rv3541c // ltp2,Rv3544c,3983125
cyp125,cyp125 // fadE28 // fadE29 // Rv3542c // Rv3541c // ltp2,Rv3545c,3984144
fadA5,fadA5,Rv3546,3985557
ddn,ddn,Rv3547,3986844
Rv3548c,Rv3549c // Rv3548c,Rv3548c,3987382
Rv3549c,Rv3549c // Rv3548c,Rv3549c,3988319
echA20,ipdB // ipdA // echA20,Rv3550,3989153
ipdA,ipdB // ipdA // echA20,Rv3551,3989896
ipdB,ipdB // ipdA // echA20,Rv3552,3990771
ipdC,fdxB // ipdC,Rv3553,3991621
fdxB,fdxB // ipdC,Rv3554,3992685
Rv3555c,Rv3555c,Rv3555c,3994830
fadA6,fadA6,Rv3556c,3995804
Rv3557c,Rv3557c,Rv3557c,3997029
PPE64,PPE64,Rv3558,3997980
ipdF,fadE30 // ipdF,Rv3559c,3999647
fadE30,fadE30 // ipdF,Rv3560c,4000432
fadD3,aspB // fadE33 // fadE32 // fadE31 // fadD3,Rv3561,4001637
fadE31,aspB // fadE33 // fadE32 // fadE31 // fadD3,Rv3562,4003161
fadE32,aspB // fadE33 // fadE32 // fadE31 // fadD3,Rv3563,4004291
fadE33,aspB // fadE33 // fadE32 // fadE31 // fadD3,Rv3564,4005247
aspB,aspB // fadE33 // fadE32 // fadE31 // fadD3,Rv3565,4006200
Rv3566A,Rv3566A // nat,Rv3566A,4008167
nat,Rv3566A // nat,Rv3566c,4007331
hsaB,hsaA // hsaD // hsaC // hsaB,Rv3567c,4008719
hsaC,hsaA // hsaD // hsaC // hsaB,Rv3568c,4009297
hsaD,hsaA // hsaD // hsaC // hsaB,Rv3569c,4010196
hsaA,hsaA // hsaD // hsaC // hsaB,Rv3570c,4011086
kshB,Rv3572 // kshB,Rv3571,4012417
Rv3572,Rv3572 // kshB,Rv3572,4013511
fadE34,fadE34,Rv3573c,4014077
kstR,kstR,Rv3574,4016484
Rv3575c,Rv3575c,Rv3575c,4017089
lppH,lppH,Rv3576,4018358
Rv3577,arsB2 // Rv3577,Rv3577,4019262
arsB2,arsB2 // Rv3577,Rv3578,4020142
Rv3579c,cysS1 // Rv3579c,Rv3579c,4021425
cysS1,cysS1 // Rv3579c,Rv3580c,4022394
ispF,Rv3583c // ispD // ispF,Rv3581c,4023868
ispD,Rv3583c // ispD // ispF,Rv3582c,4024344
Rv3583c,Rv3583c // ispD // ispF,Rv3583c,4025056
lpqE,lpqE,Rv3584,4025830
radA,disA // radA,Rv3585,4026444
disA,disA // radA,Rv3586,4027891
Rv3587c,Rv3587c,Rv3587c,4028968
canB,canB,Rv3588c,4029871
mutY,mutY,Rv3589,4030493
PE_PGRS58,PE_PGRS58,Rv3590c,4031404
Rv3591c,Rv3591c,Rv3591c,4033269
mhuD,mhuD,Rv3592,4034057
lpqF,lpqF,Rv3593,4034352
Rv3594,Rv3594,Rv3594,4035857
PE_PGRS59,PE_PGRS59,Rv3595c,4036731
clpC1,clpC1,Rv3596c,4038158
lsr2,lsr2,Rv3597c,4040981
lysS,Rv3603c // panC // panD // coaX // Rv3599c // lysS,Rv3598c,4041423
Rv3599c,Rv3603c // panC // panD // coaX // Rv3599c // lysS,Rv3599c,4042952
coaX,Rv3603c // panC // panD // coaX // Rv3599c // lysS,Rv3600c,4043041
panD,Rv3603c // panC // panD // coaX // Rv3599c // lysS,Rv3601c,4043862
panC,Rv3603c // panC // panD // coaX // Rv3599c // lysS,Rv3602c,4044281
Rv3603c,Rv3603c // panC // panD // coaX // Rv3599c // lysS,Rv3603c,4045207
Rv3604c,Rv3604c,Rv3604c,4046303
Rv3605c,ftsH // folE // folP1 // folB // folK // Rv3605c,Rv3605c,4047705
folK,ftsH // folE // folP1 // folB // folK // Rv3605c,Rv3606c,4048181
folB,ftsH // folE // folP1 // folB // folK // Rv3605c,Rv3607c,4048744
folP1,ftsH // folE // folP1 // folB // folK // Rv3605c,Rv3608c,4049138
folE,ftsH // folE // folP1 // folB // folK // Rv3605c,Rv3609c,4049977
ftsH,ftsH // folE // folP1 // folB // folK // Rv3605c,Rv3610c,4050601
Rv3611,Rv3611,Rv3611,4052950
Rv3612c,Rv3613c // Rv3612c,Rv3612c,4053518
Rv3613c,Rv3613c // Rv3612c,Rv3613c,4053881
espD,espD,Rv3614c,4054142
espC,espC,Rv3615c,4054812
espA,espA,Rv3616c,4055197
ephA,Rv3618 // ephA,Rv3617,4057733
Rv3618,Rv3618 // ephA,Rv3618,4058698
esxV,esxW // esxV,Rv3619c,4059984
esxW,esxW // esxV,Rv3620c,4060295
PPE65,PE32 // PPE65,Rv3621c,4060648
PE32,PE32 // PPE65,Rv3622c,4061899
lpqG,lpqG,Rv3623,4062527
hpt,mesJ // hpt,Rv3624c,4063254
mesJ,mesJ // hpt,Rv3625c,4063901
Rv3626c,Rv3627c // Rv3626c,Rv3626c,4064851
Rv3627c,Rv3627c // Rv3626c,Rv3627c,4065900
ppa,ppa,Rv3628,4067423
Rv3629c,Rv3629c,Rv3629c,4067957
Rv3630,Rv3630,Rv3630,4069175
Rv3631,Rv3632 // Rv3631,Rv3631,4070514
Rv3632,Rv3632 // Rv3631,Rv3632,4071236
Rv3633,Rv3633,Rv3633,4071791
galE1,galE1,Rv3634c,4072667
Rv3635,Rv3635,Rv3635,4073634
Rv3636,Rv3636,Rv3636,4075752
Rv3637,Rv3638 // Rv3637,Rv3637,4076484
Rv3638,Rv3638 // Rv3637,Rv3638,4076984
Rv3639c,Rv3639c,Rv3639c,4077884
Rv3640c,Rv3640c,Rv3640c,4078520
fic,Rv3642c // fic,Rv3641c,4079925
Rv3642c,Rv3642c // fic,Rv3642c,4080571
Rv3643,Rv3643,Rv3643,4081160
Rv3644c,Rv3644c,Rv3644c,4081516
Rv3645,Rv3645,Rv3645,4082807
topA,topA,Rv3646c,4084453
Rv3647c,Rv3647c,Rv3647c,4087610
cspA,cspA,Rv3648c,4088328
Rv3649,Rv3649,Rv3649,4088781
PE33,PE33,Rv3650,4091233
Rv3651,Rv3651,Rv3651,4091841
PE_PGRS60,PE_PGRS61 // PE_PGRS60,Rv3652,4093632
PE_PGRS61,PE_PGRS61 // PE_PGRS60,Rv3653,4093940
Rv3654c,Rv3659c // Rv3658c // Rv3657c // Rv3656c // Rv3655c // Rv3654c,Rv3654c,4094660
Rv3655c,Rv3659c // Rv3658c // Rv3657c // Rv3656c // Rv3655c // Rv3654c,Rv3655c,4094923
Rv3656c,Rv3659c // Rv3658c // Rv3657c // Rv3656c // Rv3655c // Rv3654c,Rv3656c,4095324
Rv3657c,Rv3659c // Rv3658c // Rv3657c // Rv3656c // Rv3655c // Rv3654c,Rv3657c,4095540
Rv3658c,Rv3659c // Rv3658c // Rv3657c // Rv3656c // Rv3655c // Rv3654c,Rv3658c,4096139
Rv3659c,Rv3659c // Rv3658c // Rv3657c // Rv3656c // Rv3655c // Rv3654c,Rv3659c,4096936
Rv3660c,Rv3660c,Rv3660c,4098096
Rv3661,Rv3661,Rv3661,4099647
Rv3662c,dppA // dppB // dppC // dppD // Rv3662c,Rv3662c,4101265
dppD,dppA // dppB // dppC // dppD // Rv3662c,Rv3663c,4102032
dppC,dppA // dppB // dppC // dppD // Rv3662c,Rv3664c,4103675
dppB,dppA // dppB // dppC // dppD // Rv3662c,Rv3665c,4104531
dppA,dppA // dppB // dppC // dppD // Rv3662c,Rv3666c,4105459
acs,acs,Rv3667,4107792
Rv3668c,Rv3668c,Rv3668c,4109783
Rv3669,ephE // Rv3669,Rv3669,4110827
ephE,ephE // Rv3669,Rv3670,4111346
Rv3671c,Rv3672c // Rv3671c,Rv3671c,4112322
Rv3672c,Rv3672c // Rv3671c,Rv3672c,4113521
Rv3673c,nth // Rv3673c,Rv3673c,4114474
nth,nth // Rv3673c,Rv3674c,4115157
Rv3675,Rv3675,Rv3675,4116002
crp,crp,Rv3676,4116478
Rv3677c,Rv3678A // Rv3678c // Rv3677c,Rv3677c,4117258
Rv3678A,Rv3678A // Rv3678c // Rv3677c,Rv3678A,4118530
Rv3678c,Rv3678A // Rv3678c // Rv3677c,Rv3678c,4118059
Rv3679,Rv3680 // Rv3679,Rv3679,4118776
Rv3680,Rv3680 // Rv3679,Rv3680,4119795
whiB4,whiB4,Rv3681c,4121198
ponA2,ponA2,Rv3682,4121916
Rv3683,Rv3683,Rv3683,4124417
Rv3684,Rv3684,Rv3684,4125439
cyp137,Rv3686c // cyp137,Rv3685c,4127295
Rv3686c,Rv3686c // cyp137,Rv3686c,4128751
rsfB,rsfB,Rv3687c,4129323
Rv3688c,Rv3688c,Rv3688c,4129893
Rv3689,Rv3690 // Rv3689,Rv3689,4130357
